0 1 2 3
0 1 24.35008665511265 23.30643955169198
0 2 34.53206239168111 33.6462949771918
0 3 42.114384748700175 42.00528611079109
0 4 46.49046793760832 46.12571655250591
0 5 50.519930675909876 49.898218339697024
0 6 53.16291161178509 52.80637717323761
0 7 54.93934142114385 54.82881551791965
0 8 55.762564991334486 55.72508729681181
0 9 56.58578856152513 56.51962800334513
0 10 57.842287694974004 58.02220375322785
1 1 24.35008665511265 22.96430288890596
1 2 36.61178509532063 36.35309549336653
1 3 42.85095320623917 42.60352856639136
1 4 46.05719237435009 46.25006756829642
1 5 50.12998266897747 50.249736675193105
1 6 53.03292894280762 53.53803786806104
1 7 55.762564991334486 55.97901001749208
1 8 56.499133448873486 56.62803821707869
1 9 58.31889081455805 58.4881105388795
1 10 58.96880415944541 59.11246909565484
2 1 24.87001733102253 23.501442441325217
2 2 36.17850953206239 35.42226908587472
2 3 42.7209705372617 42.09048294388303
2 4 47.0103986135182 46.70096513490968
2 5 50.77989601386482 50.63739887556653
2 6 52.686308492201036 52.52909888751848
2 7 54.33275563258232 54.416356777856535
2 8 55.32928942807626 55.27879695068385
2 9 56.45580589254766 56.36297478542268
2 10 57.4523396880416 57.469454881183815
3 1 25.0 24.145050076144354
3 2 35.39861351819758 34.67443639603759
3 3 43.58752166377816 42.94797102188842
3 4 47.313691507798964 47.004761294749315
3 5 50.43327556325823 50.61602101657689
3 6 53.07625649913344 53.298513000675705
3 7 54.46273830155979 54.64801362832438
3 8 55.11265164644714 55.09922368586149
3 9 56.28249566724437 56.21762283418784
3 10 57.019064124783355 57.12747123322324
4 1 23.700173310225303 22.313092125588113
4 2 34.96533795493934 33.76516065809333
4 3 40.81455805892548 39.99381244784602
4 4 45.97053726169844 45.090771887663166
4 5 48.91681109185442 48.303960399224124
4 6 51.99306759098788 52.17816117728303
4 7 54.59272097053726 54.43261085567036
4 8 56.10918544194108 56.27033607998408
4 9 56.54246100519931 56.473116052844944
4 10 57.19237435008665 57.40134671379793
5 1 24.176776429809358 22.58424423600673
5 2 36.26516464471404 35.335738407358036
5 3 42.157712305025996 41.50517301614026
5 4 45.7105719237435 45.149891735433414
5 5 49.610051993067586 49.33283119326632
5 6 50.99653379549394 50.876160676888894
5 7 54.59272097053726 54.33641543969965
5 8 55.15597920277296 55.196206468505125
5 9 57.06239168110918 57.10571007497206
5 10 57.97227036395147 58.007064854380594
6 1 25.779896013864818 23.745474997173336
6 2 35.961871750433275 35.07555579489599
6 3 43.154246100519934 41.93922916719677
6 4 46.62045060658579 45.93106241935355
6 5 50.519930675909876 50.219532864465336
6 6 52.599653379549395 52.81122724767416
6 7 53.7261698440208 54.069216798631956
6 8 55.54592720970537 56.033283076809745
6 9 57.019064124783355 57.65350043635843
6 10 57.4523396880416 57.78995773341924
7 1 26.776429809358753 25.647248114524658
7 2 37.3050259965338 36.11368393141581
7 3 44.367417677642976 43.54200539369566
7 4 47.530329289428074 46.88766736928173
7 5 51.2998266897747 50.633590042165096
7 6 53.856152512998264 53.32662246544493
7 7 54.07279029462738 53.65372000984816
7 8 55.45927209705373 55.38884781680922
7 9 57.62564991334489 57.640790777931336
7 10 59.01213171577123 59.1906833764715
8 1 24.56672443674177 21.83600574972409
8 2 35.918544194107454 34.85404138600831
8 3 42.02772963604853 40.96642905173886
8 4 48.00693240901213 47.176438792105955
8 5 51.603119584055456 51.28700555285517
8 6 53.552859618717505 53.428156181512996
8 7 55.37261698440208 55.004519816931804
8 8 57.06239168110918 56.90875016634702
8 9 58.665511265164646 58.42699830127448
8 10 59.79202772963605 59.752430092272654
9 1 26.473136915077987 25.203479302069777
9 2 36.091854419410744 35.007326546436445
9 3 44.0207972270364 43.44051001614563
9 4 48.1369150779896 47.820043075833155
9 5 52.426343154246105 52.93422807675292
9 6 54.07279029462738 54.197559036173374
9 7 55.11265164644714 55.346470663676016
9 8 56.629116117850955 56.75655511692177
9 9 58.36221837088388 58.63352810732171
9 10 58.36221837088388 58.54116335910414
10 1 26.03986135181976 23.8191598049217
10 2 35.918544194107454 34.403511580319375
10 3 42.93760831889081 42.21734058817786
10 4 45.75389948006933 45.08311457749703
10 5 48.74350086655112 48.341698080551524
10 6 50.519930675909876 50.093196946355334
10 7 53.20623916811091 53.177387612975444
10 8 54.8526863084922 54.9302028478731
10 9 56.932409012131714 56.96830537196988
10 10 58.23223570190641 58.329787083746545
11 1 27.16637781629116 25.16337341871626
11 2 35.52859618717504 34.65904561087503
11 3 42.37435008665511 42.150926700541746
11 4 45.493934142114384 45.3482010246176
11 5 49.436741767764296 49.18059750764772
11 6 52.772963604852684 52.561060830664005
11 7 55.24263431542461 54.93389131960367
11 8 55.50259965337955 55.419905468080735
11 9 57.149046793760824 57.08663390018961
11 10 57.92894280762565 57.902254968340785
12 1 26.689774696707108 25.218537006135968
12 2 37.34835355285962 36.51652764275236
12 3 43.240901213171576 42.36066669914505
12 4 46.01386481802427 45.870598323074475
12 5 49.69670710571924 49.541659492594675
12 6 52.20970537261699 52.15867835973525
12 7 53.509532062391685 53.30007820919265
12 8 55.4159445407279 55.48029110144543
12 9 56.23916811091855 56.06193346041189
12 10 58.27556325823223 58.158745114325825
13 1 25.30329289428076 23.77996068852039
13 2 33.70883882149047 32.43975923923906
13 3 40.64124783362219 39.97649514489852
13 4 45.407279029462735 45.84303528572522
13 5 48.7001733102253 49.131331382905174
13 6 53.07625649913344 53.28958837783722
13 7 53.76949740034662 54.04427031087455
